id,date,time,x_value,y_value,z_value
504,2022-02-12,22:42,55.383,7.6877,18.1058
505,2022-10-19,23:41,9.2636,1.1381,31.5301
506,2022-06-10,8:42,72.043,45.525,91.0066
507,2022-02-19,11:41,70.1546,64.3917,79.259
508,2022-11-26,9:53,56.516,41.6799,54.8651
509,2022-05-22,1:58,41.0753,92.1891,20.8706
510,2022-09-10,19:15,13.3328,54.3941,99.8155
511,2022-07-24,20:29,37.6323,29.6483,23.5798
512,2022-06-22,2:18,19.6875,36.0018,98.7852
513,2022-01-31,21:33,98.4758,83.1296,68.8639
514,2022-09-29,10:06,37.6197,22.018,2.7659
515,2022-11-28,10:15,2.3373,55.822,7.6247
516,2022-09-22,13:37,31.9591,50.6943,46.9642
517,2022-12-23,6:43,18.8404,77.4873,4.399
518,2022-04-16,14:04,48.3844,62.9954,43.2997
519,2022-11-14,1:58,16.5653,73.1045,9.1662
520,2022-04-26,22:42,65.9836,61.641,73.6126
521,2022-08-31,19:10,46.4406,13.6068,30.0187
522,2022-04-11,22:52,65.2541,92.0984,56.7398
523,2022-09-21,8:43,4.0809,40.7316,99.5559
524,2022-08-13,7:57,86.223,7.1415,78.4991
525,2023-01-11,21:22,95.2319,28.518,34.0459
526,2022-09-25,15:27,53.4198,32.2849,36.3136
527,2022-04-29,13:09,71.4062,24.733,26.1116
528,2022-10-08,0:56,3.0769,92.0829,58.9132
529,2022-09-29,22:23,43.6997,4.1429,35.0672
530,2022-08-23,19:39,54.5815,18.2243,85.897
531,2022-04-15,21:38,3.2798,47.9788,86.6169
532,2022-08-23,21:07,77.1185,49.526,63.1057
533,2022-11-05,22:26,45.1345,4.0622,69.7395
534,2022-10-06,13:59,34.3927,74.584,90.2361
535,2022-04-05,22:55,20.9694,98.6071,88.057
536,2022-08-19,6:25,7.1899,78.6327,60.0584
537,2022-03-06,0:34,39.0388,47.9263,30.5225
538,2022-07-19,15:51,48.7219,10.5342,26.7629
539,2022-07-23,18:07,8.4601,18.3184,29.9854
540,2023-01-10,18:14,32.5953,94.0861,10.8102
541,2022-10-29,5:31,33.1407,43.1051,79.0231
542,2022-10-27,23:55,88.8047,19.7005,86.0949
543,2022-08-13,8:42,10.1505,26.3039,65.9991
544,2022-06-02,4:24,61.708,11.7009,73.4992
545,2022-08-18,22:03,33.1595,62.8945,33.5921
546,2022-10-03,1:53,84.5215,41.7903,48.2767
547,2022-07-15,10:10,42.015,37.6558,73.8513
548,2022-11-14,19:37,83.9237,69.8222,46.7583
549,2022-02-22,20:47,96.4708,85.6042,61.9902
550,2022-09-17,13:13,86.0564,63.4108,20.4717
551,2022-08-30,20:23,91.4969,54.2059,15.1976
552,2023-01-21,18:03,90.1664,14.6403,61.766
553,2022-09-10,0:02,40.8289,91.5999,72.9782
554,2022-05-03,21:00,97.1487,71.418,47.4453
555,2022-01-31,22:12,9.1075,90.5834,10.8611
556,2022-10-27,4:21,50.859,46.0519,91.1999
557,2022-07-21,13:22,94.1153,29.7884,98.596
558,2022-11-06,5:43,55.3431,56.2892,33.4488
559,2022-07-05,23:20,28.5231,99.7162,93.2045
560,2022-11-12,20:14,79.6089,13.575,62.7999
561,2022-07-31,14:06,88.8807,65.0815,99.1039
562,2022-03-02,6:18,22.7642,61.9858,64.5873
563,2022-06-12,11:24,53.1778,77.6262,91.2353
564,2022-10-13,21:48,52.4169,42.2631,45.4778
565,2022-05-13,0:19,11.6878,47.9204,8.9108
566,2022-09-29,17:31,17.3005,8.9114,66.5981
567,2022-05-14,0:37,33.1803,94.3519,73.2912
568,2022-08-27,2:28,16.0439,60.2458,84.9256
569,2022-10-17,17:24,26.8133,62.9848,95.8171
570,2022-03-26,3:21,25.291,63.5259,70.5818
571,2022-02-09,18:33,58.1382,70.696,58.6727
572,2022-07-02,13:51,6.5932,12.6634,89.4862
573,2022-04-20,23:52,79.0138,18.1098,32.4068
574,2022-05-29,8:43,79.91,87.4116,13.1462
575,2022-02-08,6:43,96.8652,11.244,27.132
576,2023-01-07,0:11,78.7447,74.3157,42.4961
577,2022-10-23,14:22,74.962,23.7641,93.5173
578,2022-03-11,5:05,74.9574,34.9498,31.5319
579,2022-05-18,5:03,34.1669,59.3316,85.8252
580,2022-01-28,11:58,95.7016,24.0404,95.1282
581,2022-09-05,2:14,90.8954,41.9335,30.9148
582,2022-11-13,3:15,62.2632,97.4538,36.9173
583,2022-03-18,7:51,13.824,36.0025,18.159
584,2022-05-10,13:29,1.063,45.9814,5.4397
585,2022-03-05,8:35,8.7089,64.6444,81.7044
586,2022-09-08,12:54,89.9001,37.4206,4.0373
587,2022-10-09,14:29,75.6296,17.011,32.3348
588,2022-10-16,2:16,46.7179,1.4964,57.6132
589,2022-07-14,7:29,37.9691,42.7546,21.0247
590,2023-01-22,4:13,59.8951,59.4953,20.0334
591,2022-05-31,14:19,16.2454,90.1151,58.7379
592,2022-08-10,1:37,26.9899,18.5353,72.6735
593,2022-06-02,13:21,36.5522,7.8051,29.7511
594,2023-01-10,4:20,63.8653,45.1278,42.1792
595,2022-09-26,15:03,15.0873,8.8855,56.9202
596,2022-10-03,7:44,26.9886,20.0349,30.1198
597,2022-07-22,3:37,40.8981,2.9851,45.6907
598,2022-08-07,1:20,46.3782,41.9692,54.8323
599,2022-05-23,23:02,41.9626,89.286,14.1985
600,2022-03-10,18:37,47.5975,38.2738,80.3383
601,2022-12-30,3:01,86.8548,8.2034,18.6522
602,2022-11-17,15:11,83.9972,75.9442,62.2759
603,2022-04-17,3:48,35.9565,15.4314,68.459
604,2022-12-09,2:28,16.5595,74.8593,58.6395
605,2022-04-12,20:51,89.0738,47.7328,94.1059
606,2022-07-20,11:43,16.6271,69.4899,50.2769
607,2022-07-01,23:32,48.7581,34.697,17.5883
608,2022-06-01,18:39,14.2922,15.8857,4.1504
609,2022-02-23,22:34,77.9705,92.0538,68.807
610,2022-10-10,20:20,16.4774,40.9807,12.2212
611,2022-02-02,2:25,69.0189,5.1479,82.1471
612,2022-06-27,0:57,37.5915,65.3014,20.7734
613,2022-05-02,7:45,54.1176,8.2803,39.4264
614,2022-06-06,9:46,43.739,1.5692,99.8339
615,2022-08-08,4:21,5.3256,38.4802,93.7047
616,2022-02-08,17:03,29.2981,29.4858,16.9394
617,2022-08-09,15:52,4.1717,53.6807,89.1476
618,2022-12-10,16:34,63.6419,69.8202,46.7718
619,2022-05-23,15:52,73.2332,61.6362,21.9886
620,2022-03-01,8:46,41.6946,48.4677,8.4133
621,2022-06-09,20:03,4.0421,73.6064,7.7049
622,2022-11-21,9:32,52.7192,58.3799,7.7589
623,2022-09-02,10:10,75.5239,66.7817,36.9465
624,2022-02-13,19:32,60.0901,72.3898,76.0443
625,2022-04-15,1:01,16.3416,63.0255,22.6143
626,2022-05-21,8:06,37.1294,59.5639,74.039
627,2023-01-24,15:49,36.4025,58.73,69.9991
628,2022-09-03,11:02,18.7356,52.4496,84.3436
629,2022-09-02,5:46,25.4708,56.6226,85.7077
630,2022-09-20,11:12,9.2926,22.696,54.9092
631,2022-12-09,5:17,4.6878,23.8238,17.5483
632,2022-04-05,13:44,44.1893,47.108,49.0925
633,2022-11-30,9:57,45.5022,9.259,10.2145
634,2023-01-17,18:33,72.9214,73.7719,32.4644
635,2022-12-06,14:13,77.6452,74.7636,88.3421
636,2023-01-13,19:23,87.1146,64.6689,62.3418
637,2022-07-23,13:31,86.1604,1.4585,88.6032
638,2022-12-03,8:24,61.34,97.0419,43.1175
639,2023-01-08,20:46,44.2196,78.3249,51.8742
640,2022-03-23,4:25,67.0312,93.5616,2.9611
641,2022-12-07,12:38,70.5153,14.942,4.2779
642,2023-01-20,4:04,57.9949,23.9834,80.6671
643,2022-09-19,23:02,89.8708,24.1272,27.4899
644,2022-09-09,18:26,41.2844,30.3092,24.2843
645,2022-09-23,0:19,75.7822,86.9878,8.7039
646,2022-02-08,1:36,3.1759,28.5251,31.4969
647,2022-02-21,18:04,79.6519,53.7035,27.4277
648,2022-04-07,3:35,86.6649,60.8022,72.7035
649,2022-07-03,1:12,69.7361,62.5454,77.6408
650,2022-12-27,13:03,69.7511,94.0997,23.3564
651,2022-06-29,4:36,82.6134,8.7635,33.4094
652,2022-09-06,13:04,44.4484,32.9288,71.2585
653,2022-10-07,20:40,20.8644,48.4488,1.6685
654,2022-03-15,0:06,8.1948,38.9233,10.7227
655,2022-05-13,9:59,10.5116,52.8091,91.7067
656,2022-08-15,20:29,8.0359,19.1901,30.6573
657,2022-09-26,2:09,74.1515,78.1444,90.6817
658,2022-12-03,8:53,66.4381,76.5273,90.1002
659,2022-02-02,13:59,72.8618,75.7126,38.5307
660,2022-09-25,3:45,84.446,52.2425,92.4242
661,2022-07-05,6:49,39.783,86.7535,34.7086
662,2022-11-25,0:10,23.0822,12.3277,10.8741
663,2022-11-19,5:33,39.0022,18.5535,92.9621
664,2022-03-18,12:35,77.1442,31.9235,83.2799
665,2022-05-08,20:58,63.8304,85.345,73.5182
666,2022-12-31,12:45,72.7989,30.5068,1.8344
667,2022-11-06,16:11,77.2211,94.8315,80.5572
668,2022-08-28,17:53,23.1959,9.3825,29.6883
669,2022-07-21,6:04,37.6923,15.0909,41.0062
670,2022-09-02,3:53,9.6887,10.2883,15.2869
671,2022-05-09,19:57,66.1573,23.4357,76.4442
672,2022-05-08,16:53,66.8665,96.32,14.7946
673,2022-08-27,2:11,80.5461,14.5627,65.3404
674,2022-08-23,19:13,94.1964,41.4982,56.6626
675,2022-11-30,16:48,41.9971,76.6734,82.7464
676,2022-02-25,1:08,63.8533,35.3696,44.1849
677,2022-11-05,7:45,69.6423,33.174,24.3582
678,2022-04-15,7:16,88.8653,20.2153,84.9021
679,2022-09-09,15:41,55.5777,81.9898,80.832
680,2022-09-28,10:50,95.2223,48.948,22.9168
681,2022-12-12,1:32,95.6855,62.5948,96.0962
682,2022-06-17,11:15,59.1172,28.9315,43.8702
683,2022-05-30,16:27,78.2057,1.3435,92.9584
684,2022-04-09,18:06,34.3157,89.7781,90.1932
685,2022-11-11,11:32,49.0017,43.7392,97.851
686,2022-05-25,22:32,19.8202,96.7598,75.4225
687,2022-12-15,10:17,78.1819,75.155,4.6208
688,2022-08-13,13:21,33.3566,9.4957,97.7938
689,2022-05-01,22:37,37.2833,9.7097,71.1963
690,2023-01-08,0:30,6.1984,98.1285,70.5684
691,2022-10-18,11:25,40.9616,21.1527,30.3659
692,2022-06-14,2:58,44.513,29.5813,61.1447
693,2022-06-29,11:41,28.8653,32.8943,85.9179
694,2022-02-24,17:59,22.6578,12.1838,79.223
695,2022-03-29,3:42,14.1006,75.0483,62.2567
696,2022-04-29,8:22,89.5865,1.7445,14.0945
697,2022-12-28,4:36,27.3422,57.1598,36.5437
698,2023-01-16,13:39,76.613,5.4041,39.5333
699,2022-02-15,11:28,39.4835,82.6356,40.5836
700,2022-02-26,7:40,70.3412,45.1526,6.8958
701,2022-08-11,13:32,51.7081,43.1789,44.7028
702,2023-01-12,13:49,9.4846,59.3091,48.8832
703,2022-02-20,10:27,89.917,25.2544,46.36
704,2022-07-25,2:29,58.7726,34.589,78.6123
705,2022-05-01,2:17,61.097,95.343,58.0583
706,2022-11-03,23:34,9.553,13.8191,29.3059
707,2022-05-23,4:31,48.6105,26.2032,59.0378
708,2022-04-04,7:50,33.8403,78.6563,5.3309
709,2022-01-25,5:03,57.977,19.1172,73.7268
710,2022-03-30,4:15,31.627,16.2952,6.207
711,2022-08-22,5:07,10.5388,65.7884,18.8668
712,2022-12-06,12:34,76.6574,45.8057,83.3618
713,2022-09-01,0:57,54.5425,86.7249,10.2498
714,2022-04-01,12:38,52.459,79.346,50.3393
715,2022-10-12,18:26,80.8291,20.9586,19.3503
716,2022-07-18,1:19,76.7952,72.5626,33.6105
717,2022-08-16,14:51,14.8874,74.6551,88.7272
718,2023-01-03,8:44,8.5156,96.8565,55.588
719,2022-03-28,22:11,33.7687,14.2331,74.2622
720,2022-11-25,4:34,58.3228,83.2142,48.5139
721,2022-09-20,12:55,20.7857,41.1332,83.8219
722,2022-07-30,14:38,90.0545,57.5172,83.5958
723,2022-08-03,22:31,20.3218,44.4796,31.9447
724,2022-09-12,23:44,21.8912,19.2003,78.096
725,2022-05-22,3:24,68.6302,26.8922,38.0554
726,2022-04-08,16:13,76.9131,44.6898,59.8571
727,2022-02-01,23:45,19.4196,66.8188,12.045
728,2022-12-18,23:09,68.6408,54.2064,16.2536
729,2022-09-18,22:12,49.845,80.074,61.8502
730,2022-05-06,17:56,24.1861,32.2323,81.0923
731,2022-06-11,23:30,6.1549,92.9908,32.5273
732,2022-12-29,14:52,22.5678,54.4173,22.0384
733,2022-03-19,10:24,12.5499,29.2125,10.5991
734,2022-05-24,13:13,86.1164,68.0547,62.5364
735,2022-12-09,4:39,94.5832,55.0337,59.519
736,2023-01-12,13:51,91.3273,12.5561,25.2494
737,2022-07-14,13:06,31.5508,75.1579,1.9734
738,2022-04-13,0:09,79.3863,5.6687,11.5736
739,2022-03-31,3:09,49.9103,21.8155,37.7078
740,2022-10-26,5:32,53.6263,84.1672,53.6903
741,2022-11-11,12:39,76.8627,38.5481,70.0628
742,2022-07-23,17:28,47.412,50.4489,42.1293
743,2022-12-29,15:58,72.2121,86.6216,22.2957
744,2022-03-09,14:07,20.0456,66.0742,97.3248
745,2023-01-12,7:20,61.9935,20.6249,76.4869
746,2022-11-20,9:21,90.8549,39.0903,41.3834
747,2022-04-06,23:48,13.7237,57.3388,52.3047
748,2022-09-28,16:11,20.5514,25.067,88.5199
749,2022-09-06,12:32,68.4359,22.6986,4.0727
750,2022-07-30,14:19,44.7396,5.401,93.3839
751,2022-11-21,22:54,16.7473,35.2496,26.2804
752,2022-04-06,2:59,79.9972,41.243,2.1238
753,2022-08-08,21:29,97.4937,66.5983,58.8216
754,2022-12-22,2:59,98.5086,98.9766,67.7261
755,2022-08-26,13:45,74.2833,37.9222,48.0953
756,2022-10-22,16:02,89.0881,27.5375,36.9521
757,2022-04-20,15:42,24.6753,64.3772,67.3541
758,2022-04-04,11:17,3.6808,10.6786,63.8732
759,2022-11-27,13:22,53.673,22.2316,26.3694
760,2022-01-25,4:13,19.0045,51.3269,62.0517
761,2022-11-10,11:57,44.3745,62.2549,72.5461
762,2022-08-08,1:38,56.6179,49.0809,86.4792
763,2022-06-28,21:44,86.7665,79.9411,29.086
764,2022-07-16,15:31,54.2402,88.6783,78.6181
765,2022-02-08,3:13,66.0461,42.6152,53.4462
766,2023-01-10,18:17,5.4093,57.5352,40.5327
767,2022-05-18,2:34,57.5226,84.4409,17.8196
768,2022-08-09,20:37,75.1373,20.0904,57.1141
769,2022-11-22,13:19,10.6885,20.4648,98.7864
770,2022-11-15,13:12,13.0898,19.6236,59.1079
771,2022-07-26,18:11,47.5895,16.3881,71.7731
772,2022-09-17,20:29,56.7352,79.7652,43.8053
773,2022-02-04,22:53,60.1278,10.1984,44.7569
774,2022-02-02,11:49,35.3556,3.8799,64.9741
775,2022-12-23,17:20,48.0244,44.5474,16.3085
776,2022-04-20,5:29,31.9982,76.1283,16.7297
777,2023-01-15,14:06,44.4297,75.1964,61.6556
778,2023-01-16,21:46,35.2487,58.4096,29.3127
779,2022-09-05,4:37,14.1474,31.1736,65.0961
780,2023-01-14,4:03,74.1153,16.0762,6.8058
781,2022-05-22,12:47,30.0124,5.0877,50.4795
782,2022-09-06,7:44,2.6192,94.4514,90.4312
783,2022-02-19,20:09,70.2577,27.3898,46.0744
784,2022-07-30,11:32,38.3478,45.2975,55.9861
785,2022-06-08,11:51,4.9488,58.69,44.125
786,2022-12-30,13:00,48.7667,13.0702,78.0601
787,2022-05-22,4:06,80.9932,20.0643,65.4369
788,2022-06-09,11:33,84.8525,17.6853,73.9335
789,2022-04-04,16:05,48.6843,61.5682,8.9578
790,2022-08-03,6:53,67.9104,91.2973,14.7525
791,2022-03-05,17:05,17.1061,23.4952,50.6863
792,2022-06-08,8:36,58.0426,30.9575,59.3542
793,2022-11-27,14:26,11.3398,52.9992,92.6109
794,2022-04-25,20:03,88.3673,90.3735,95.2946
795,2022-02-28,22:57,81.2391,61.465,26.8507
796,2022-06-17,12:38,51.1186,66.9415,65.9107
797,2022-11-22,21:30,31.5062,18.4752,45.4478
798,2022-07-10,13:45,99.4658,13.6638,39.1459
799,2022-10-21,8:44,94.0761,2.506,57.8636
800,2022-04-15,19:05,32.0884,58.6529,11.8546
801,2022-06-01,4:35,54.2604,2.3811,3.3551
802,2022-03-15,0:04,61.9111,84.4939,2.0515
803,2022-12-09,6:08,62.1131,13.6636,37.2162
804,2022-07-12,0:58,15.0937,81.0515,24.7981
805,2022-05-31,11:26,26.8673,13.4066,28.9495
806,2022-03-03,3:25,49.4101,78.2446,34.3163
807,2022-03-24,22:49,55.5212,72.4797,73.5606
808,2022-07-08,1:10,47.8277,93.3178,98.2874
809,2022-05-08,21:35,38.402,69.1861,70.1739
810,2022-06-24,23:29,94.152,55.9108,19.7312
811,2022-12-23,1:52,98.6501,51.7738,95.8174
812,2022-03-31,18:15,98.6824,65.441,49.6536
813,2022-03-28,4:43,19.4738,77.3968,75.0652
814,2022-11-03,17:08,30.9491,49.8328,53.7341
815,2022-06-30,23:46,85.4545,51.8045,50.6336
816,2022-04-25,9:56,48.9818,82.0333,14.9751
817,2022-08-17,14:54,42.8596,68.2574,25.1809
818,2022-04-12,2:08,10.8161,39.6178,31.4192
819,2022-06-17,13:16,60.7155,12.0705,37.9688
820,2022-04-18,9:08,12.116,73.8619,93.6957
821,2022-07-15,11:13,11.8809,4.5524,94.1929
822,2022-02-14,5:35,9.3433,25.3736,96.8815
823,2022-04-06,2:40,41.2025,35.0855,97.0246
824,2022-09-15,2:26,74.3092,42.7376,63.5415
825,2022-05-06,1:00,66.9552,93.1547,9.9283
826,2022-08-04,13:35,20.1767,94.9053,55.9365
827,2023-01-13,9:30,78.592,29.9591,34.7793
828,2022-10-06,16:42,14.5666,26.9847,97.5854
829,2022-08-06,21:36,62.9633,19.8689,10.9064
830,2022-10-05,22:19,60.8657,61.6281,11.1664
831,2022-04-08,20:45,81.2335,87.7603,20.241
832,2022-10-23,20:34,1.1846,97.2881,3.4462
833,2022-02-05,23:31,3.5307,99.4848,21.6166
834,2022-11-21,22:15,81.0045,21.6231,55.902
835,2022-08-11,11:15,59.3778,89.6264,36.9841
836,2022-06-16,8:48,25.2204,55.1553,81.847
837,2022-03-25,13:30,82.2834,18.674,3.6831
838,2022-04-14,14:22,12.2071,48.0671,43.745
839,2022-02-15,20:40,93.5251,45.9079,31.8494
840,2022-06-25,5:45,5.4086,84.7445,39.7979
841,2022-07-03,14:00,27.1149,17.2075,85.8554
842,2022-03-07,17:58,84.7823,71.9255,81.2198
843,2022-11-23,14:43,80.5065,82.7961,6.1343
844,2022-02-02,21:52,94.0032,43.1772,27.2287
845,2022-06-21,3:31,49.3282,23.744,40.5193
846,2022-03-16,19:20,71.91,4.5309,77.852
847,2022-04-14,12:03,97.5329,71.9098,18.4597
848,2022-04-13,10:43,12.8773,6.8667,63.775
849,2022-04-14,22:55,33.2008,98.1583,41.5784
850,2022-06-24,19:40,89.6923,28.4255,15.7033
851,2022-12-30,15:48,31.2566,14.1867,49.7652
852,2022-03-31,16:05,48.1394,27.4017,52.7433
853,2023-01-12,8:21,52.9598,97.546,23.5963
854,2022-09-23,0:03,5.4022,3.3557,55.3874
855,2022-05-06,13:23,11.7787,49.4984,46.3469
856,2022-06-24,18:49,56.9427,69.0753,3.5955
857,2022-11-18,17:42,42.0675,54.8871,26.929
858,2022-09-22,12:40,40.4322,57.8158,83.5212
859,2022-06-07,21:59,7.904,70.645,25.6246
860,2022-02-12,12:58,58.1422,85.8225,48.3993
861,2022-07-28,22:23,9.1014,18.7409,94.1421
862,2022-05-06,15:21,23.2956,78.4806,80.3311
863,2022-02-10,17:09,62.9325,66.8388,72.9679
864,2022-10-19,0:00,34.3173,71.3352,98.3191
865,2022-05-23,14:17,3.9566,10.3741,21.587
866,2022-02-13,6:02,10.5449,39.9731,14.1964
867,2022-05-27,16:58,46.8438,43.8852,33.9541
868,2022-05-18,2:54,29.7537,43.0545,49.4067
869,2023-01-13,9:41,67.4332,12.2017,92.0074
870,2022-11-07,5:17,81.9587,35.6787,51.8014
871,2022-02-10,8:51,17.3616,40.4802,94.5491
872,2022-03-31,15:13,21.7925,51.5918,84.2766
873,2022-12-31,11:19,1.7821,68.6356,41.4849
874,2022-05-07,7:32,20.5635,83.1937,18.6415
875,2022-03-11,23:33,74.9275,98.7737,6.6608
876,2022-08-04,2:22,3.0758,4.2177,83.8589
877,2022-07-08,2:37,49.87,30.8146,9.5744
878,2023-01-12,17:12,72.6511,7.5162,27.2943
879,2022-06-04,1:18,51.7031,74.6377,13.4232
880,2022-04-20,7:43,62.3085,58.455,47.2294
881,2022-08-08,1:28,2.0282,11.3982,45.8264
882,2022-07-01,7:10,20.3927,45.2512,67.0807
883,2022-08-07,9:30,32.8072,48.698,54.5593
884,2022-10-02,13:29,89.7495,34.9367,61.1321
885,2022-11-21,14:10,15.1199,71.1219,71.5306
886,2022-01-28,12:27,63.062,50.7738,52.5878
887,2022-08-05,1:29,53.4838,44.1973,93.0348
888,2022-04-30,1:38,58.6267,90.3194,43.1618
889,2022-07-31,10:07,57.3632,54.1312,80.1957
890,2022-06-17,10:10,88.7879,58.5206,87.3504
891,2022-10-01,23:45,61.7991,38.587,29.6864
892,2022-09-12,20:57,17.9595,31.5184,85.7322
893,2022-05-06,2:34,92.201,94.4421,22.7446
894,2022-07-21,22:27,87.4223,69.3758,65.5662
895,2023-01-01,11:54,37.1114,71.1237,36.4316
896,2022-10-24,6:43,13.3037,26.5018,83.8992
897,2022-11-10,6:06,39.7113,28.3947,7.1955
898,2022-03-16,6:02,93.9894,30.3552,58.8211
899,2022-11-14,7:53,82.056,73.3281,66.0725
900,2022-03-18,22:52,14.403,83.3159,80.5239
901,2022-10-06,6:41,66.7381,55.0064,29.3905
902,2022-10-09,15:06,94.4926,67.7864,71.5234
903,2022-01-31,17:21,84.9924,37.7079,36.8258
904,2022-03-04,15:08,97.4886,73.8579,74.8629
905,2022-11-17,2:30,68.192,99.0154,87.4727
906,2022-05-25,19:15,95.1616,67.709,15.8736
907,2022-03-29,1:09,56.0365,72.3402,12.3472
908,2022-06-16,19:45,59.6512,71.8131,12.2531
909,2022-08-15,16:37,6.2996,82.4149,28.9144
910,2022-08-31,7:51,76.67,11.9936,20.815
911,2023-01-15,12:17,87.8028,95.698,47.2308
912,2022-12-27,12:01,87.8598,25.8998,29.333
913,2022-02-14,20:23,57.187,78.029,23.3243
914,2022-05-03,19:05,1.891,31.5156,56.6539
915,2022-04-26,7:11,32.473,87.9956,90.8423
916,2022-02-09,9:14,33.4714,40.7476,1.0076
917,2022-10-30,12:11,10.0971,64.3536,20.0651
918,2022-04-03,20:27,71.0024,20.935,84.7605
919,2022-07-20,17:27,8.8969,50.3572,85.0353
920,2022-10-30,23:36,15.4862,96.6381,15.973
921,2022-03-22,3:42,12.4782,36.4688,52.4755
922,2023-01-24,12:00,22.3067,90.3977,20.2374
923,2022-10-06,18:25,10.6034,35.6033,45.7109
924,2022-04-23,9:59,28.0528,22.0072,43.57
925,2022-12-17,0:24,44.735,20.9356,71.8271
926,2022-10-19,0:48,90.4838,17.4524,30.7793
927,2022-05-31,11:54,85.0795,99.7832,23.4707
928,2022-09-01,4:43,41.4204,92.6698,93.6365
929,2022-06-29,10:14,71.2308,51.9277,8.8329
930,2022-04-02,20:56,14.0828,24.1445,22.2163
931,2022-02-24,22:40,26.716,69.5976,41.347
932,2022-01-26,13:27,81.1863,24.6127,4.3926
933,2022-09-25,11:14,77.5996,61.2922,5.7218
934,2022-11-04,11:50,39.5672,37.5413,24.0268
935,2022-03-07,21:39,89.1392,48.3532,38.5698
936,2022-04-01,20:18,79.2285,88.816,50.7667
937,2022-12-27,0:32,96.9568,92.9035,62.5051
938,2022-04-01,12:19,22.8682,80.1282,35.2082
939,2022-06-28,14:02,72.2182,54.7321,13.4405
940,2022-10-06,2:50,8.8901,41.023,51.8904
941,2022-03-20,8:08,40.6114,6.7528,76.8365
942,2022-07-03,9:22,58.1877,47.3654,52.283
943,2022-01-27,15:18,99.1787,44.7855,51.737
944,2022-08-01,16:31,97.8786,91.3888,53.139
945,2022-06-11,15:39,39.9588,89.8429,79.428
946,2022-12-09,15:12,77.8792,60.0007,7.7631
947,2022-10-06,0:29,1.004,1.0181,50.8876
948,2022-10-14,20:26,88.5389,40.1565,39.1334
949,2022-02-13,2:46,65.5223,60.9294,7.6577
950,2022-03-18,6:49,21.7327,38.728,54.2994
951,2022-05-08,16:30,16.7026,92.8438,44.9153
952,2022-12-21,13:53,3.2055,80.0751,26.433
953,2022-05-08,22:15,54.5463,26.5985,4.0915
954,2022-03-18,16:55,33.063,71.5648,9.9689
955,2022-07-16,17:21,20.6435,3.3874,11.5786
956,2022-06-07,20:39,60.6236,24.7811,74.8595
957,2022-08-21,3:21,93.0044,59.8097,9.108
958,2022-12-29,4:15,82.1333,81.6418,90.4195
959,2022-07-31,5:04,11.8005,40.9991,94.2114
960,2022-06-14,15:31,1.3935,71.3147,34.5285
961,2022-05-24,11:02,14.075,64.946,75.5479
962,2022-08-25,23:37,1.1341,47.6402,73.8117
963,2022-04-22,10:45,73.644,27.3288,35.2426
964,2022-05-12,12:23,9.7389,40.1685,57.4704
965,2023-01-13,19:52,27.459,87.3059,18.5701
966,2023-01-22,15:28,33.0943,20.0283,73.0829
967,2022-04-22,6:27,34.453,92.279,4.3394
968,2022-09-12,1:40,18.4636,45.3067,55.2126
969,2022-08-11,16:31,82.2564,79.8113,77.022
970,2022-11-04,15:57,98.8115,18.1635,24.767
971,2022-02-17,10:14,87.5099,10.5281,20.0224
972,2022-12-15,16:00,36.0446,16.6733,93.3408
973,2022-09-30,5:26,62.7994,45.9263,99.3829
974,2022-09-27,21:58,68.1083,59.895,82.2013
975,2022-11-28,11:55,39.6744,8.7455,32.3915
976,2022-04-10,21:57,14.7692,44.2378,63.2633
977,2022-08-13,3:46,42.9414,85.5685,29.7846
978,2022-05-28,3:03,78.9079,64.5453,45.377
979,2022-01-27,16:04,14.5019,56.6801,62.8275
980,2022-02-26,14:25,28.6842,4.564,33.6997
981,2022-07-16,10:54,89.8908,66.5959,65.0823
982,2022-03-06,19:29,12.4807,56.776,5.0857
983,2022-05-09,12:49,34.4899,27.589,43.1443
984,2022-11-01,6:01,71.0695,14.399,93.802
985,2022-05-19,7:15,91.2185,74.4851,38.6186
986,2022-10-01,9:39,72.5993,61.752,37.8551
987,2022-12-09,5:06,36.3656,65.6995,39.8683
988,2022-02-08,9:10,94.2473,46.7829,95.2224
989,2022-09-18,10:25,91.4246,12.6691,78.7534
990,2022-02-27,23:25,74.6812,24.7037,72.5869
991,2022-05-02,5:42,29.0911,94.7605,46.3854
992,2022-11-04,19:40,18.7172,21.7958,81.6209
993,2022-02-28,7:07,69.3178,86.2796,13.192
994,2022-10-31,11:29,62.3849,60.8817,17.7557
995,2022-08-06,11:40,91.2384,78.1039,91.5107
996,2022-07-16,21:19,3.0816,93.4804,21.8682
997,2022-09-05,16:32,33.5638,37.2893,65.3025
998,2022-03-31,23:24,33.4329,69.0396,73.8859
999,2022-07-29,20:47,42.5406,97.2093,98.8134
1000,2022-04-17,21:57,38.6919,97.82,41.5314
